id,title,titleJa,titleEn,image,mean,rank,num_list_users,num_scoring_users,num_episodes,start_date,end_date,media_type,status,rating,average_episode_duration,genres,studios
39674,Gundam vs Hello Kitty,ガンダムvsハローキティ,,1466/100431,6.61,6172,7223,3533,3,2019-03-29,2020-01-15,ona,finished_airing,g,160,4;10;15;18;24;29,
39675,Ling Long: Incarnation,灵笼: INCARNATION,Ling Cage,1055/132737,7.33,2547,5556,1542,6,2019-07-13,2019-09-21,ona,finished_airing,r,1800,1;8;14;6;24;41,1958
39676,Hanhua Riji,汉化日记,God Troubles Me,1042/100435,7.4,2255,7547,2513,12,2019-07-21,2019-09-29,ona,finished_airing,pg_13,840,4;36;37,1268;2304
39677,Chuizhi Shijie,垂直世界,Vertical World,1850/100436,,16483,439,62,12,2019-06-18,2019-08-27,ona,finished_airing,pg_13,240,4;10;61;37,1325
39678,Mei Chuxi de Yinyangshi Yijia,没出息的阴阳师一家,,1599/100437,6.15,8647,1609,265,12,2019-04-27,2019-07-13,ona,finished_airing,pg_13,314,4;13;6;37,1959
39679,Ju Bing Chang Cheng Zhuan,巨兵长城传,The Great Warrior Wall,1478/100438,,18187,548,110,40,2019-01-26,2019-03-24,tv,finished_airing,g,840,1;2;10;15;6,1807
39680,Shakuen no Eris,灼炎のエリス,,1235/103410,6.28,,4579,1693,4,2019-06-28,2020-02-28,ova,finished_airing,rx,1440,10;12,365
39681,D4DJ First Mix,D4DJ First Mix,D4DJ First Mix,1765/109713,7.62,1457,42206,16926,13,2020-10-30,2021-01-29,tv,finished_airing,pg_13,1420,60;19;23,537
39682,Daisuki tte Imi da yo,大好きって意味だよ,,1232/100441,5.31,,247,119,1,2019-04-01,2019-04-01,music,finished_airing,g,152,15;19,
39684,Sayonara Freeway,サヨナラフリーウェイ,Sayonara Freeway,1346/100933,5.61,,971,523,1,2019-04-05,2019-04-05,music,finished_airing,g,136,19,
39689,Nande Koko ni Sensei ga!? Nande Koko ni Sensei-tachi ga!?,なんでここに先生が!? なんでここに先生たちが!?,"Why the Hell are You Here, Teacher!?: Thirteenth Period",1702/102607,6.85,4885,65222,35264,1,2019-12-11,2019-12-11,special,finished_airing,r+,718,4;9;23;42,1890
39690,Mousou Teikoku Chikuonki,妄想帝国蓄音機,,1237/100480,5.68,,401,182,1,2018-01-24,2018-01-24,music,finished_airing,pg_13,248,5;10;19,
39691,Robot Trains,로봇트레인,,1561/142644,,17876,170,45,32,2015-02-26,2015-11-18,tv,finished_airing,pg,780,51;15,2779
39694,Pocari Sweat x Fuji Rock Festival ’17,ポカリスエット × FUJI ROCK FESTIVAL’17,,1540/100486,5.32,,475,213,1,2017-07-13,2017-07-13,cm,finished_airing,g,30,19,
39696,Niigata no Edamame-ou Shiba,新潟の枝豆王しば,,1351/100490,5.11,12525,443,181,3,2019-04-08,2019-04-08,ona,finished_airing,g,30,15,
39697,Mameshiba x Tunes!,豆しば×ちゅーんず！,,1423/100491,4.74,,523,207,1,2017-11,2017-11,cm,finished_airing,g,30,4;20,
39699,King of Prism: Shiny Seven Stars,KING OF PRISM -Shiny Seven Stars-,,1649/100502,6.4,7341,6333,1716,12,2019-04-16,2019-07-02,tv,finished_airing,pg_13,1450,61;19;30,103
39700,Miracle,Miracle,Miracle,1166/100512,6.15,,452,223,1,2016-11-03,2016-11-03,music,finished_airing,g,278,5;19,
39701,Nanatsu no Taizai: Kamigami no Gekirin,七つの大罪 神々の逆鱗,The Seven Deadly Sins: Imperial Wrath of the Gods,1546/103418,6.46,6985,736380,422256,24,2019-10-09,2020-03-25,tv,finished_airing,pg_13,1460,1;2;10;27,37
39705,One Punch Man 2nd Season Specials,ワンパンマン SEASON 2 OVA 2,One Punch Man Season 2 Specials,1618/103829,7.4,2284,132979,59302,6,2019-10-25,2020-03-27,special,finished_airing,r,720,1;50;4;20;42;31,7
39706,Cat Step,cat step,Cat Step,1479/100538,5.36,,321,164,1,2019-02-03,2019-02-03,music,finished_airing,g,278,19,
39707,Gekiyaba∞Bokkan!!,激ヤバ∞ボッカーン!!,,1732/100557,5.58,,525,201,1,2017-02-20,2017-02-20,music,finished_airing,pg,235,1;19;11,2570
39708,Fairy Ngoo,ふぇありーんごー,,1530/100559,5.11,12534,2427,446,4,2019-04-10,2019-05-01,ona,finished_airing,pg_13,175,4;10;19;6;37,1143
39709,Amanchu!: Upyopyo Dive Tsukkome! Umi no Sekai!,あまんちゅ！うぴょぴょ ダ～イブツッコめ！海の世界！,,1907/100565,6.29,7957,3185,616,6,2016-10-26,2017-03-29,special,finished_airing,pg_13,420,4,7
39710,Yesterday wo Utatte,イエスタデイをうたって,"Sing ""Yesterday"" for Me",1553/107721,6.87,4788,312782,144413,12,2020-04-05,2020-06-21,tv,finished_airing,pg_13,1390,50;8;64;22;42,95
39711,Bumblebee Hajimete no Chikyuu Seikatsu,バンブルビー初めての地球生活,,1426/100569,,16200,331,113,3,2019-03-20,2019-04-11,ona,finished_airing,g,90,4;18;20;24,
39714,Beam!,BEAM!,Beam!,1929/100580,5.59,,399,210,1,2014-05-30,2014-05-30,music,finished_airing,pg_13,222,1;8;38;19,
39716,"Blue Hawaii feat. Crush, Penomeco","Blue Hawaii feat. Crush, PENOMECO","Blue Hawaii feat. Crush, Penomeco",1582/100588,5.48,,402,223,1,2019-01-25,2019-01-25,music,finished_airing,pg_13,241,19,
39718,Jah Jhaka,jah jhaka,Jah Jhaka,1860/100590,5.26,,299,149,1,2010-10-28,2010-10-28,music,finished_airing,pg_13,204,5;19,
39720,Mu Wang Zhi Wang: Xuan Guan Si,墓王之王 悬棺寺,,1153/100598,6.41,7318,699,183,20,2017-12-07,2018-04-19,ona,finished_airing,pg_13,1235,1;13;17;7;22,2191
39721,Fairy Tail x Mameshiba,『FAIRY TAIL』×『豆しば』,Fairy Tail x Mameshiba,1567/106251,5.69,,5656,1821,1,2019-04-12,2019-04-12,cm,finished_airing,g,60,4;27,
39722,Himote House: Dai Panic! Minna de Gokiburi Taiji,ひもてはうす大パニック！みんなでゴキブリ退治,,1467/100601,5.66,10968,1608,258,1,2021-02-20,2021-02-20,ova,finished_airing,pg_13,974,4,1487
39725,I★Chu: Halfway Through the Idol,アイ★チュウ HALFWAY THROUGH THE IDOL,,1212/113946,6.56,6428,17126,5208,12,2021-01-06,2021-03-24,tv,finished_airing,pg_13,1440,61;19;23,1087
39728,Eden (ONA),エデン,,1621/114901,6.4,7358,18895,8404,4,2021-05-27,2021-05-27,ona,finished_airing,pg_13,1539,10;24;36,1975;1976
39730,Houkago Teibou Nisshi,放課後ていぼう日誌,Diary of Our Days at the Breakwater,1216/111637,7.43,2123,65572,27576,12,2020-04-07,2020-09-22,tv,finished_airing,pg_13,1430,52;47;63;23;42;36,95
39731,Na Bbeun Sang Sa,나쁜상사,,1139/132137,5.98,,1760,333,1,2018-08-07,2018-08-07,movie,finished_airing,r+,6155,12;41,
39734,Line Novel,LINEノベ,LINE Novel,1805/100625,6.12,,2017,795,2,2019-04-16,2019-04-16,cm,finished_airing,g,149,36,1295;1835
39735,Baja no Studio: Baja no Mita Umi,バジャのスタジオ~バジャのみた海~,,1759/106278,6.78,5228,1905,860,1,2020-02-21,2020-02-21,ova,finished_airing,g,1620,15,2
39736,Li Shi,历师,Almanac Master,1477/108710,6.26,8124,3742,442,16,2020-05-07,2020-08-13,ona,finished_airing,pg_13,1410,1;7;37,1350
39738,Mushishi Recap,蟲師 ダイジェスト,,1127/100635,6.7,5664,3509,1196,1,2006-05-08,2006-05-08,tv_special,finished_airing,pg_13,1500,50;7;42;37,
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,ヴァイオレット・エヴァーガーデン 外伝 -永遠と自動手記人形-,Violet Evergarden: Eternity and the Auto Memory Doll,1667/112943,8.41,180,430570,253363,1,2019-09-06,2019-09-06,movie,finished_airing,pg_13,5460,8;10,2
39753,"Omoi, Omoware, Furi, Furare",思い、思われ、ふり、ふられ,"Love Me, Love Me Not",1418/108748,7.26,2936,79912,23473,1,2020-09-18,2020-09-18,movie,finished_airing,pg_13,6120,8;64;22;23;25,56
39754,Di Ling Qu,地灵曲,The Immortal Legend,1446/100730,,16728,514,96,18,2017-09-19,2018-02-05,ona,finished_airing,pg_13,1220,1;2;10;17,
39760,Bai Niao Gu,白鸟谷,Valley of White Birds,1588/102442,6.44,7088,1422,586,1,2017-06-12,2017-06-12,movie,finished_airing,g,916,10;37,1970
39761,Saezuru Tori wa Habatakanai: The Clouds Gather,囀る鳥は羽ばたかない The clouds gather,Twittering Birds Never Fly,1070/110685,7.39,,39788,15283,1,2020-02-15,2020-02-15,movie,finished_airing,r+,5100,28;8;49;68,1832
39762,"Taka no Tsumedan Yoshida Presents ""Sengoku Taiga"" no Susume",鷹の爪団吉田プレゼンツ 『戦国大河』 のススメ,,1927/100771,5.47,11658,424,113,1,2019-04-24,2019-04-24,ona,finished_airing,g,224,4;20;21;79,
39764,Meitantei Conan Movie 24: Hiiro no Dangan,名探偵コナン 緋色の弾丸,Detective Conan Movie 24: The Scarlet Bullet,1306/112616,7.76,1091,22148,10116,1,2021-04-16,2021-04-16,movie,finished_airing,pg_13,6600,1;4;39;8;7;27,73
39766,Shuuen no Shiori,終焉ノ栞,Bookmark of Demise,1525/100802,6.14,,433,176,1,2013-08-09,2013-08-09,music,finished_airing,pg_13,234,19;7;23;37,
39767,Mao Yao de Huo Han,猫妖的诱惑,Love Story of Cat Spirit,1863/100808,6.56,6447,972,279,20,2018-12-21,2019-06-13,ona,finished_airing,pg_13,1020,10;72;22,2281
39769,Kimi ni Sekai,君に世界,,1791/107010,6.75,,2213,1269,1,2019-04-20,2019-04-20,music,finished_airing,g,246,10;19;24,858
39778,Skyers 5 EX,スカイヤーズ5 EX,,1362/100888,,13691,198,45,3,2015-04-24,2015-04-24,special,finished_airing,g,1220,1;24;27,
39780,Popee the Performer: Countdown Special,POPEE the ぱフォーマー カウントダウンスペシャル,,1721/110244,6.32,7759,1033,555,1,2002-12-31,2002-12-31,special,finished_airing,r,352,4;6;23,2812
39781,Keep Calm and Carry On,KEEP CALM AND CARRY ON,Keep Calm and Carry On,1401/100897,5.58,,362,166,1,2014-10-14,2014-10-14,pv,finished_airing,g,60,10;19,
39782,Family,Family,,1325/100903,5.52,,248,109,1,2018-10-01,2018-10-01,music,finished_airing,g,143,15;19,
39783,5-toubun no Hanayome ∬,五等分の花嫁∬,The Quintessential Quintuplets 2,1775/109514,8.04,589,725597,440770,12,2021-01-08,2021-03-26,tv,finished_airing,pg_13,1445,4;35;22;23;27,1722
39786,Tejime,TEJIME,Tejime,1194/100915,5.29,,392,196,1,2019-04-30,2019-04-30,music,finished_airing,g,216,19,
39787,Tsuki,月,,1512/100917,,,201,87,1,2006-10-02,2006-10-02,music,finished_airing,g,143,15;19,
39790,Adachi to Shimamura,安達としまむら,Adachi and Shimamura,1649/109056,7.09,3799,194339,77244,12,2020-10-09,2020-12-25,tv,finished_airing,pg_13,1454,26;23,200
39792,Eizouken ni wa Te wo Dasu na!,映像研には手を出すな!,Keep Your Hands Off Eizouken!,1680/110451,8.13,469,340041,139685,12,2020-01-06,2020-03-23,tv,finished_airing,pg_13,1500,2;46;4;69;23;42,1591
39793,Ever Green Never End,Ever green Never end,Ever green Never end,1674/100934,5.76,,1024,545,1,2019-05-08,2019-05-08,music,finished_airing,g,148,19,
39794,Soshite Watashi wa Ojisan ni...,そしてわたしはおじさんに...,And to Uncle Kazu,1584/113485,6.26,,5793,1988,4,2019-07-26,2021-10-29,ova,finished_airing,rx,1526,12,2014
39795,Ochi Mono RPG Seikishi Luvilias,堕ちモノRPG 聖騎士ルヴィリアス,,1232/115011,6.86,,9947,4066,4,2019-07-26,2019-12-27,ova,finished_airing,rx,960,10;12;6,767
39798,Zhu Zhu Xia: Konglong Riji,猪猪侠 恐龙日记,GG Bond Season 15: Dinosaur Diary,1956/100947,,15513,319,93,104,2019-04-29,2019-08-27,tv,finished_airing,g,828,13;15;24;31,
39799,Val x Love,戦×恋（ヴァルラヴ）,,1577/111404,5.9,9943,99478,36511,12,2019-10-05,2019-12-21,tv,finished_airing,r,1430,4;9;10;35;22;23;27,346
39800,Joshi Luck!,じょしラク！,,1303/112294,7.34,,16665,7533,6,2019-09-06,2023-06-02,ova,finished_airing,rx,960,35;12;23;30,405
39803,Boku to Sensei to Tomodachi no Mama,僕と先生と友達のママ,,1011/103714,6.18,,5758,2581,2,2019-08-30,2019-10-25,ova,finished_airing,rx,1230,12,2530
39805,Secret of Moldiver: Himitsu Daihyakka,シークレット・オブ・モルダイバー ひみつ大百科,,1460/100975,5.62,11166,558,137,1,1993-01-01,1993-01-01,ova,finished_airing,g,670,4;24,
39806,Mugen no Juunin: Immortal,無限の住人-IMMORTAL-,Blade of the Immortal,1054/110054,7.42,2162,84996,28561,24,2019-10-10,2020-03-26,ona,finished_airing,r,1434,1;2;8;58;13;17;21;42;37,839
39808,Non Non Biyori Nonstop,のんのんびより のんすとっぷ,Non Non Biyori Nonstop,1033/111540,8.36,214,126775,48606,12,2021-01-11,2021-03-29,tv,finished_airing,pg_13,1494,52;63;42;36,300
39810,Kyou Kara Maou! Recap,今日からマ王！ 大全集 その,,1525/100985,6,9470,1312,275,1,2005-12-16,2005-12-16,special,finished_airing,pg_13,1500,2;4;10;25,
39811,Fairy Gone Part 2,Fairy gone フェアリーゴーン 第2期,Fairy gone Season 1 Part 2,1799/114023,6.36,7571,49135,17713,12,2019-10-07,2019-12-23,tv,finished_airing,pg_13,1428,1;50;10;38,132
39812,Stars Colliding,Stars Colliding,Stars Colliding,1934/100994,5.46,,325,168,1,2019-05-12,2019-05-12,music,finished_airing,g,186,19,
39815,More feat. Anderson .Paak,More (feat. Anderson .Paak),More (feat. Anderson .Paak),1020/101017,6.08,,1228,652,1,2019-05-11,2019-05-11,music,finished_airing,pg_13,194,19,1340;1960
39819,Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,ぼくたちは勉強ができない「渚に失せものありて先人は艶然と[X]する」,,1530/102782,7.27,2871,67473,32291,1,2019-11-01,2019-11-01,ova,finished_airing,pg_13,1500,4;35;22;23;27,1873;1874
39820,Chuldong! Super Wings 3,출동! 슈퍼윙스3,Super Wings 3,1328/101000,,16488,377,90,40,2018-09-01,2019-06-30,tv,finished_airing,pg,680,2;15;3,
39823,Qin Shi Mingyue: Tian Xing Jiu Ge 2nd Season,天行九歌 第二季,,1107/102465,6.47,6963,1281,322,30,2019-04-24,2019-11-08,ona,finished_airing,pg_13,900,1;10;13;17,1768
39826,Attouteki Vivid Days,圧倒的 Vivid Days,,1098/101029,5.27,,4390,2106,1,2019-05-17,2019-05-17,music,finished_airing,g,221,19,
39827,Sore Ike! Anpanman no Hiragana Asobi: Hajimete no AIUEO,それいけ!アンパンマンのひらがなあそび はじめてのあいうえお,,1950/101032,,13728,281,78,1,2003-11-21,2003-11-21,ova,finished_airing,g,2441,56;10;15,
39831,Hitogata,ヒトガタ,,1079/101042,6.46,,917,463,1,2019-02-20,2019-02-20,music,finished_airing,pg_13,238,19,
39833,Junk Head,JUNK HEAD,,1780/116665,7.05,3965,1651,582,1,2017-07-23,2017-07-23,movie,finished_airing,r,6012,1;2;4;24;41,2564
39836,Yami Shibai 7,闇芝居 7期,Theatre of Darkness: Yamishibai 7,1154/101895,6.02,9366,21048,9258,13,2019-07-08,2019-09-30,tv,finished_airing,pg_13,260,5;14;37,1169
39839,Taka no Tsume x Johnson: Tatakae! Jokin Shitennou,鷹の爪×ジョンソン 戦え！除菌四天王,,1759/101069,,13914,375,71,2,2019-05-17,2019-05-17,ona,finished_airing,g,132,4;20;31,276
39840,Ganbare! Kakure Ase Project,がんばれ！隠れ汗 プロジェクト,,1472/101070,5.86,10115,1186,431,1,2019-05-17,2019-05-17,ona,finished_airing,g,141,19;23;36,1837
39841,Kyoei Tankou-sho,共栄鍛工所,,1020/101071,5.71,10738,362,152,1,2018-08-03,2018-08-03,ona,finished_airing,g,50,18;24,1837
39842,Onna Maou Melissa no H na Boukenki,女魔王メリッサのHな冒険記,Sexy Chronicles of Demon Queen Melissa,1456/138360,5.64,,2324,804,2,2019-05-17,2019-06-07,ona,finished_airing,rx,911,10;12;6,2315
39846,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO: Mugen no Heiretsu Sekai,この世の果てで恋を唄う少女YU-NO 無限の並列世界,,1038/102471,6.69,5702,9021,2704,1,2019-12-26,2019-12-26,special,finished_airing,r+,809,8;24;78,91
39849,Kyouryuu Shoujo Gauko,恐竜少女ガウ子,Dino Girl Gauko,1158/101098,6.28,7981,2220,1134,20,2019-11-22,2019-11-22,ona,finished_airing,g,420,4;31,473
39851,Haishin Yuusha,配信勇者,The Brave-Tuber,1070/104956,,17458,1135,63,12,2019-12-27,2020-01-17,ona,finished_airing,pg_13,120,4;10;27,2085;2086
39854,Tsunagaru,ツナガル,,1500/101111,5.68,10916,324,146,1,2011-11-24,2011-11-24,special,finished_airing,g,192,19,
39856,Can You See? I'm Sushi,Can you see? I'm SUSHI,,1183/101114,5.21,,649,350,1,2018-06-01,2018-06-01,music,finished_airing,g,143,47;15;19;11,1961
39857,Salsa Ii na Ii ne,サルサ いいな いいね,,1305/101115,,,196,89,1,2009-04-01,2009-04-01,music,finished_airing,g,138,15;19,1961
39858,Koi no Subesube Manjuu Gani,恋のスベスベマンジュウガニ,,1274/101118,,,211,101,1,2003-08-01,2003-08-01,music,finished_airing,g,143,15;19,1961
39861,Tonosama Gaeru,とのさまガエル,,1817/101120,5.08,,250,115,1,2004-04-02,2004-04-02,music,finished_airing,g,143,4;15;19,1961
39862,Tanjou!! KKT21,誕生!!KKT21,,1699/101121,5.47,11660,321,105,1,2019-03-28,2019-03-28,ona,finished_airing,g,331,36,
39864,Petit Clover Advance,プチット・クローバー あどばんす,,1752/101126,6.54,6532,6584,1962,15,2018-02-23,2021-06-25,special,finished_airing,pg_13,390,4,
39869,Rere no Aoi Sora,レレの青い空,,1754/101130,,,191,83,1,2005-06-02,2005-06-02,music,finished_airing,g,143,15;19,1961
39870,Neko no Heishi ga Yuku,ねこの兵士がゆく,,1264/101131,,,198,90,1,2016-04-04,2016-04-04,music,finished_airing,g,140,15;19,1961
39872,Chiruri,チルリ,Chiruri,1787/101133,5.73,10683,1021,557,1,2011-09-29,2011-09-29,ona,finished_airing,pg_13,516,8,
39874,Youki ni Utaeba,陽気にうたえば,,1534/101140,5,,380,200,1,1964-12-11,1964-12-11,music,finished_airing,g,138,15;19,
39875,Umi no Yuurei,海の幽霊,,1752/101149,7.27,,3009,1553,1,2019-05-27,2019-05-27,music,finished_airing,g,255,19;37,13
39876,Mori no Kuma-san,森の熊さん,,1855/101142,5.39,,311,117,1,1972-07-30,1972-07-30,music,finished_airing,g,139,15;19,
39877,Kappa no Kui Kuo Kua,カッパのクィクォクァ,,1446/101145,5.16,,312,148,1,1975-02,1975-02,music,finished_airing,g,140,15;19,
39884,Hajimari no Sokudo,はじまりの速度,,1021/101152,6.32,,3666,1389,1,2016-06-01,2016-06-01,music,finished_airing,pg_13,287,19,
39885,Mizuiro no One-Piece,水色のワンピース,,1840/101153,5.96,,1018,306,1,1982-08,1982-08,music,finished_airing,g,128,15;19;36,
39886,Umi e Kite,海へ来て,,1468/101154,5.7,,322,162,1,1984-08-20,1984-08-20,music,finished_airing,g,140,15;19,
39888,Ringo no Mori no Koneko-tachi,リンゴの森の子猫たち,,1970/101159,5.68,,345,163,1,1983-06-07,1983-06-07,music,finished_airing,g,143,15;19,
39889,Yume Kyuukou de 15-fun,夢急行で１５分,,1373/101160,5.42,,301,163,1,1983-10-06,1983-10-06,music,finished_airing,g,149,15;19,
39890,Anta e,あんたへ (給你),,1590/101162,5.74,,503,271,1,2013-11-06,2013-11-06,music,finished_airing,pg,399,8;19,
39891,Nayami no Tane,ナヤミの種,,1396/101173,,,225,98,1,1986-12-02,1986-12-02,music,finished_airing,g,140,15;19,
39892,Ha Ji Me Te,は・じ・め・て,,1932/137522,5.44,,264,122,1,1987-12-01,1987-12-01,music,finished_airing,g,138,15;19,
39893,Muteking the Dancing Hero,MUTEKING THE Dancing HERO,,1402/118465,5.83,10234,6713,2649,12,2021-10-03,2021-12-19,tv,finished_airing,pg_13,1427,1;4;19;24,103;200
39894,Hibike! Euphonium 3,響け！ユーフォニアム3,Sound! Euphonium 3,1216/142086,8.75,45,67885,20580,13,2024-04-07,2024-06-30,tv,finished_airing,pg_13,1497,8;19;70;23,2
39895,Tabibito no You ni,旅人のように,,1947/101188,,,239,97,1,1989-04-05,1989-04-05,music,finished_airing,g,140,15;19;36,
39896,Mama ga Hakuchou Datta Hi,ママが白鳥だった日,,1199/101189,5.56,,286,139,1,1990-12-01,1990-12-01,music,finished_airing,g,143,15;19;70,
39900,Haru Natsu,はる　なつ,,1978/101205,,,245,100,1,2000-06-01,2000-06-01,music,finished_airing,g,284,15;19;36,
39901,Boku to Déjà vu,ぼくとディジャヴ,,1624/101206,5.61,,279,134,1,1993-04-06,1993-04-06,music,finished_airing,g,148,15;19,
39905,Collar x Malice Movie: Deep Cover,劇場版 Collar×Malice -deep cover-,,1535/133157,5.92,9840,10749,192,2,2023-05-26,2023-06-23,movie,finished_airing,pg_13,3300,39;43;7;73;22;41,37
39906,Megido 72: Nagaki Sen Tabi no Katawara de,メギド７２ 長き戦旅の傍らで,,1519/102415,,19164,304,52,5,2019-07-27,2019-08-23,ona,finished_airing,pg_13,243,1;2;10,1969
39910,Boku no Kachi,ボクの勝ち,,1730/101261,5.22,,265,133,1,1994-04-01,1994-04-01,music,finished_airing,g,142,15;19,
39911,Yume no Mahou,夢のまほう,,1266/101263,5.43,,253,130,1,1996-04-04,1996-04-04,music,finished_airing,g,144,15;19,
39912,Wan Jie Xian Zong 2nd Season,万界仙踪 第2季,The Wonderland of Ten Thousands 2nd Season,1981/105370,7.24,3059,3434,1584,40,2019-04-25,2019-09-09,ona,finished_airing,pg_13,420,1;2;10;13;17;6;22,2042
39914,Kaze Iro no Tonbo,風色のとんぼ,,1523/101281,,,236,107,1,1996-10-01,1996-10-01,music,finished_airing,g,146,15;19,
39916,Kome no Uta,米の歌,,1900/140943,,,198,81,1,1998-02-01,1998-02-01,music,finished_airing,g,140,15;19,
39917,Sabiiro no Armor: Reimei,錆色のアーマ-黎明-,Rusted Armors,1263/120362,3.83,13292,6465,1954,12,2022-01-09,2022-03-27,tv,finished_airing,pg_13,1420,1;13;21,2366
