id,title,titleJa,titleEn,image,mean,rank,num_list_users,num_scoring_users,num_episodes,start_date,end_date,media_type,status,rating,average_episode_duration,genres,studios
39372,Nintama Rantarou no Koutsuu Anzen,忍たま乱太郎の交通安全,,1190/99403,,17181,255,54,1,1995-12-19,1995-12-19,ova,finished_airing,g,900,56;15;17,
39376,"Moshi, Ginkou ga Nakatta-ra?: Mahoutsukai Sally no Ginkou Nyuumon",もし、銀行がなかったら? -魔法使いサリーの銀行入門-,,1011/99409,,16928,215,43,1,1995-02,1995-02,ova,finished_airing,g,1050,15,
39380,"Wei, Kanjian Erduo La! 2",喂，看见耳朵啦 第二季,,1309/99419,7.35,2453,10320,5236,12,2019-02-02,2019-04-13,ona,finished_airing,pg_13,180,51;28;4,1854
39382,Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to,真夜中のオカルト公務員 袋小路とあの子と俺と,"Midnight Occult Civil Servants: The Blind Alley, the Boy, and I",1321/104497,6.79,5161,6518,2401,1,2019-11-22,2019-11-22,ova,finished_airing,pg_13,1509,50;10;7;6;25;37;48,839
39384,Kogitsune no Koutsuu Anzen,こぎつねの交通安全,,1242/99425,,16002,153,28,1,1997-09,1997-09,ova,finished_airing,g,960,56;10;15,
39385,Replicant,レプリカント,,1151/99428,5.77,,265,116,1,2013-12-04,2013-12-04,music,finished_airing,pg_13,205,19;22;36,
39388,Koisuru Asteroid,恋する小惑星〈アストロイド〉,Asteroid in Love,1142/111693,6.88,4731,90190,34610,12,2020-01-03,2020-03-27,tv,finished_airing,pg_13,1420,52;23;36,95
39392,Master Piece The Animation,マスターピース THE ANIMATION,,1195/101107,7.82,,28344,14188,2,2019-05-31,2019-08-30,ova,finished_airing,rx,1800,12,405
39393,Marine Mirage,Marine Mirage,Marine Mirage,1307/99469,5.67,,383,197,1,2018-09-27,2018-09-27,music,finished_airing,g,286,19,
39394,Sunny Days!,Sunny Days!,Sunny Days!,1834/99470,5.53,,406,214,1,2018-08-31,2018-08-31,music,finished_airing,g,300,19,
39395,Sea Breeze,Sea Breeze,Sea Breeze,1839/99471,5.62,,395,205,1,2018-07-30,2018-07-30,music,finished_airing,g,250,19,
39396,Deep Blue Song (September 2017),Deep Blue Song,,1753/99473,5.73,,440,229,1,2017-09-13,2017-09-13,music,finished_airing,g,238,19,
39397,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai Specials,俺が好きなのは妹だけど妹じゃない俺が好きなのは妹だけど妹じゃない新規短編アニメーション,,1642/100344,5.62,11140,15921,7146,2,2019-02-27,2019-03-27,special,finished_airing,r+,742,4;9;35,951;1860
39410,AOTU Shijie 3,凹凸世界 3,,1306/102590,,15741,465,109,40,2019-01-25,2020-06-19,ona,finished_airing,pg_13,1166,1;2;10;24;31,2503
39412,Bakutsuri Bar Hunter Movie: Nazo no Barcode Trial! Bakutsure! Shinkaigyo Poseidon,映画 爆釣バーハンター 謎のバーコードトライアングル！爆釣れ！神海魚（しんかいぎょ）ポセイドン,,1954/99495,,15936,241,34,1,2019-04-26,2019-04-26,movie,finished_airing,pg,1279,2;15,18
39413,Kaishain! Nourin Suisan-shou e Iku,貝社員！農林水産省へ行く,,1326/99497,,18267,363,109,1,2019-03-01,2019-03-01,ona,finished_airing,g,262,4,
39414,Gegege no Kitarou: Tamashii to Art,ゲゲゲの鬼太郎　魂とアート,,1205/99498,,17225,1085,108,2,2018-09-28,2018-09-28,movie,finished_airing,g,300,6;27;37,
39415,Donbei x Kemurikusa,どん兵衛 × ケムリクサ,,1964/99499,5.4,,1479,548,1,2019-02-27,2019-02-27,cm,finished_airing,g,60,10,
39416,Kemurikusa (2018),ケムリクサ,,1148/99500,6.09,8982,2245,677,7,2018-08-31,2019-04-06,ona,finished_airing,g,71,10;24,
39417,Granbelm,グランベルム,,1035/101330,6.67,5834,54069,19671,13,2019-07-06,2019-09-27,tv,finished_airing,pg_13,1470,1;10;66;18;24,852
39419,Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,剑网3·侠肝义胆沈剑心,,1555/99504,6.91,4609,2731,630,12,2018-09-21,2018-11-30,ona,finished_airing,pg_13,1020,1;2;4;13;17,2058
39421,Yichang Shengwu Jianwenlu,異常生物見聞録,Journal of the Mysterious Creatures,1523/101986,6.36,7540,14132,2824,13,2019-06-28,2019-09-20,ona,finished_airing,pg_13,1331,37;32,2267
39429,Girls & Panzer: Saishuushou Part 1 - Fushou Akiyama Yukari no Sensha Kouza,ガールズ＆パンツァー 最終章 第1話 不肖・秋山優花里の戦車講座,,1060/99513,6.78,5242,3232,777,1,2018-03-23,2018-03-23,special,finished_airing,g,935,52;56;38;23,
39430,Zannen na Ikimono Jiten (Special),ざんねんないきもの事典,,1678/99514,,15371,330,58,2,2019-03-28,2019-03-29,special,finished_airing,g,300,4;36,
39431,Larva Island Season 2,라바 아일랜드 시즌2,Larva Island Season 2,1362/99515,6.01,9386,595,269,13,2019-03-01,2019-03-01,ona,finished_airing,g,445,4;15,
39435,Oshiri Tantei Movie 1: Curry Naru Jiken,映画 おしりたんてい カレーなる じけん,,1241/99521,,19942,249,34,1,2019-04-26,2019-04-26,movie,finished_airing,pg,1823,4;10;15;7,
39436,Uchi no 3 Shimai Movie,えいが うちの3姉妹,,1969/99522,,14303,194,25,1,2019-04-26,2019-04-26,movie,finished_airing,g,900,4;15;36,18
39448,Hisone to Maso-tan Digest Douga,ひそねとまそたんダイジェスト動画,,1024/101629,5.7,10829,705,195,4,2018-05-22,2018-07-09,ona,finished_airing,pg_13,360,4,4
39450,Zen-chan Two-chan,ゼンちゃんツーちゃん,,1442/99551,,15395,321,77,78,1969-10-20,1970-01-17,tv,finished_airing,g,150,15,
39452,Itte.,言って。,Say It.,1123/99552,7.53,,3535,2140,1,2017-06-28,2017-06-28,music,finished_airing,g,243,19,
39456,Sounan desu ka?,ソウナンですか?,Are You Lost?,1741/102237,6.59,6260,160899,76592,12,2019-07-02,2019-09-17,tv,finished_airing,pg_13,750,2;52;4;42;76;41,1864
39457,Shounen Ashibe: Go! Go! Goma-chan 4,少年アシベ GO! GO! ゴマちゃん 4,,1713/112181,5.79,10414,767,217,24,2019-04-02,2019-12-17,tv,finished_airing,g,540,4;71;42;36,397;2201
39463,Gleipnir,グレイプニル,Gleipnir,1808/111697,6.97,4360,494885,231223,13,2020-04-05,2020-06-28,tv,finished_airing,r,1427,1;9;7;42;37,1295
39464,Haitoku Pistols no Kinkyuu Kaigi?,背徳ピストルズの緊急会議?,,1497/99579,5.23,12284,582,212,1,2017-05-25,2017-05-25,ona,finished_airing,g,149,4;19;20;11,
39465,Wishing,Wishing,Wishing,1729/99580,5.47,,918,323,1,2017-12-01,2017-12-01,music,finished_airing,g,196,19;11,537
39466,Jitaku Keibiin (2019),自宅警備員 (2019),,1288/124915,6.39,,6463,2572,4,2019-05-31,2019-09-27,ova,finished_airing,rx,960,12,274
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,本好きの下剋上 ～司書になるためには手段を選んでいられません～,Ascendance of a Bookworm,1582/101697,7.98,674,315604,165009,14,2019-10-03,2019-12-26,tv,finished_airing,pg_13,1420,10;62;72,30
39469,Tsugu Tsugumomo,継つぐもも,,1997/106184,7.42,2193,112663,41721,12,2020-04-05,2020-06-21,tv,finished_airing,r+,1460,1;4;9;35;6;23;37,1379
39470,Tsugumomo OVA,つぐもも OVA,,1269/110128,6.94,,25172,11273,1,2020-01-22,2020-01-22,ova,finished_airing,r+,1339,1;4;49;35;6;23;37,1379
39471,Himesama Love Life!,姫様LOVEライフ!,Princess Love Life!,1487/103719,6.67,,8541,3124,4,2019-05-31,2020-06-26,ova,finished_airing,rx,1425,12,365
39476,Houkiboshi,ほうき星,,1001/99637,5.34,,568,308,1,2008-01-22,2008-01-22,music,finished_airing,g,198,19,
39477,Shingeki no Kyojin Season 3 Specials,｢進撃の巨人｣ちみキャラ劇場”とんでけ！新生リヴァイ班”,"Attack on Titan: Chibi Theater - Survey Corps, Levi Squad!",1909/99638,7.61,1479,37788,12130,7,2018-10-17,2019-09-18,special,finished_airing,g,134,4;20;27,1155
39478,Shingeki no Kyojin in the Dome: Heishi-tachi no Hoshizora,進撃の巨人 IN THE DOME -兵士たちの星空-,Attack on Titan in the Dome: Soldiers' Starry Sky,1893/99639,7.23,3065,21369,3830,1,2017-05-20,2017-05-20,movie,finished_airing,r,1200,38;27;29,
39479,Tannishou wo Hiraku,歎異抄をひらく,Unlocking Tannisho,1962/115746,,13942,1185,86,1,2019-05-24,2019-05-24,movie,finished_airing,pg_13,5820,13,2455
39480,Shinmai Maou no Testament Departures: Maria no Hizou Eizou,新妹魔王の契約者 DEPARTURES 万理亜の秘蔵映像,The Testament of Sister New Devil Departures: Maria's Secret Video,1846/99644,6.74,5447,18316,5891,1,2018-03-28,2018-03-28,special,finished_airing,r+,379,9;10;35;6,
39482,"Ore, Twintail ni Narimasu. Recap",俺、ツインテールになります。特別編,,1845/99646,5.82,10308,2952,675,1,2015-04-05,2015-04-05,tv_special,finished_airing,pg_13,1440,1;4;10;65;22;23,1053
39486,Gintama: The Final,銀魂 THE FINAL,Gintama: The Very Final,1245/116760,9.04,6,153996,73941,1,2021-01-08,2021-01-08,movie,finished_airing,pg_13,6240,1;4;8;57;13;20;21;24;27,1258
39487,Lupin the IIIrd: Mine Fujiko no Uso,LUPIN THE IIIRD 峰不二子の嘘,Lupin the Third: Fujiko Mine's Lie,1376/100562,7.26,2925,14557,5936,1,2019-05-31,2019-05-31,movie,finished_airing,r+,3456,1;50;2;8;42,94
39489,Spriggan (ONA),スプリガン,,1195/123948,6.85,4914,48164,16853,6,2022-06-18,2022-06-18,ona,finished_airing,r,2700,1;2;38;24;27,287
39490,Soba e,そばへ,,1313/99662,6.1,8950,2118,1055,1,2019-03-06,2019-03-06,ona,finished_airing,g,165,10;19,1109
39491,Psycho-Pass 3,PSYCHO-PASS サイコパス 3,Psycho-Pass 3,1406/104344,7.44,2094,275527,88870,8,2019-10-25,2019-12-13,tv,finished_airing,r,2750,1;50;39;58;7;40;24;41,10
39495,Totsukuni no Shoujo,とつくにの少女,"The Girl From the Other Side: Siúil, a Rún",1675/104684,7.56,1629,60871,21359,1,2019-09-10,2019-09-10,ova,finished_airing,g,611,27;37,858
39498,Asobuild Concept Video,アソビルティザームービー,,1543/99700,4.77,,469,219,1,2019-03-05,2019-03-05,cm,finished_airing,pg,42,36;30;11,
39499,Den Den Mushi no Danko-san,デンデン虫のデン子さん,,1172/99711,5.33,,270,143,1,1974-02-04,1974-02-04,music,finished_airing,g,125,15;19,
39506,Phantasy Star Online 2: Episode Oracle,ファンタシースターオンライン2 エピソード・オラクル,Phantasy Star Online 2: Episode Oracle,1923/99744,6.5,6787,26212,6946,25,2019-10-07,2020-03-30,tv,finished_airing,pg_13,1438,1;24;29,3
39511,Main Actor,main actor,,1165/99728,7.2,,3582,2110,1,2018-02-21,2018-02-21,music,finished_airing,pg_13,337,19,
39513,Tenuto,テヌート,,1465/99732,5.84,,325,159,1,2013-02-01,2013-02-01,music,finished_airing,pg,259,19;22;80,
39514,Giniro no Kami no Agito Pilot,銀色の髪のアギト パイロットフィルム,,1014/99742,5.96,9670,1076,250,1,2006-06-23,2006-06-23,special,finished_airing,pg,316,2;8;10;24,3
39517,Kesshin Sokudo,決心速度,,1729/99752,5.7,,265,133,1,2011-09-05,2011-09-05,music,finished_airing,pg,344,19,
39518,Vampire in the Garden,ヴァンパイア・イン・ザ・ガーデン,Vampire in the Garden,1055/121956,7.13,3612,76738,33707,5,2022-05-16,2022-05-16,ona,finished_airing,pg_13,1560,1;10;38;32,858
39519,Dragon's Dogma,ドラゴンズドグマ,Dragon's Dogma,1519/109068,5.75,10593,25314,13786,7,2020-09-17,2020-09-17,ona,finished_airing,r+,1590,1;2;10,1892
39523,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,超人高校生たちは異世界でも余裕で生き抜くようです！,CHOYOYU!: High School Prodigies Have It Easy Even in Another World!,1132/111619,6.36,7566,274365,142133,12,2019-10-03,2019-12-19,tv,finished_airing,pg_13,1420,1;2;10;62,439
39526,Sakuramiya Shimai no Netorare Kiroku,桜宮姉妹のネトラレ記録,,1653/103718,5.75,,4619,1741,2,2019-06-21,2019-09-27,ova,finished_airing,rx,1197,12,2530
39527,Try Knights,トライナイツ,,1803/102385,4.76,12950,20334,5975,12,2019-07-31,2019-10-16,tv,finished_airing,pg_13,1370,43;23;30;77,3
39528,Washimo 7th Season,わしも-wasimo-(第7シリーズ),,1263/99787,,14466,250,48,40,2019-04-01,2019-11-12,tv,finished_airing,g,620,4;15;23;24;36,
39529,Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,映画 妖怪ウォッチ 妖怪学園Ｙ 猫はHEROになれるか,,1960/106354,6.01,9431,1261,346,1,2019-12-13,2019-12-13,movie,finished_airing,pg,5952,4;15;6;23;37,28
39530,Ecchi na Oneechan ni Shiboraretai,エッチなお姉ちゃんに搾られたい,,1150/113905,7.39,,17131,8215,2,2019-07-05,2019-08-02,ova,finished_airing,rx,940,12,405
39531,Kuutei Dragons,空挺ドラゴンズ,Drifting Dragons,1211/116017,6.95,4427,47150,16350,12,2020-01-09,2020-03-26,tv,finished_airing,pg_13,1380,2;10;42,1023
39533,Given,ギヴン,,1666/102238,8.31,253,579569,317061,11,2019-07-12,2019-09-20,tv,finished_airing,pg_13,1365,28;8;19;23,456
39534,Jibaku Shounen Hanako-kun,地縛少年花子くん,Toilet-Bound Hanako-kun,1050/111687,7.83,934,601411,295769,12,2020-01-10,2020-03-27,tv,finished_airing,pg_13,1455,23;27;37,456
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,無職転生 ～異世界行ったら本気だす～,Mushoku Tensei: Jobless Reincarnation,1530/117776,8.37,210,1352984,839017,11,2021-01-11,2021-03-22,tv,finished_airing,r,1420,2;8;9;10;62;72,1993
39538,Hoozuki no Reitetsu 2nd Season OVA,鬼灯の冷徹 第2期 OAD,,1226/107100,7.51,1839,6015,1306,3,2019-09-20,2020-09-01,ova,finished_airing,pg_13,1352,4;10;6;42,1295
39539,No Guns Life,ノー・ガンズ・ライフ,No Guns Life,1531/102113,6.86,4867,196478,76005,12,2019-10-11,2019-12-27,tv,finished_airing,pg_13,1450,1;8;24;42,11
39545,Fragtime,フラグタイム,,1752/101373,6.55,6490,47381,19027,1,2019-11-22,2019-11-22,movie,finished_airing,pg_13,3600,26;23;31;37,1890;2455
39546,Mukashibanashi Dokkiri Anime,昔話ドッキリアニメ,,1948/99820,,19528,185,36,4,2019-02-09,2019-05-16,ona,finished_airing,g,110,4;10;15;20,
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,やはり俺の青春ラブコメはまちがっている。完,My Teen Romantic Comedy SNAFU Climax!,1958/107912,8.35,226,739926,408767,12,2020-07-10,2020-09-25,tv,finished_airing,pg_13,1461,4;64;22;23,91
39549,Clone,Clone,Clone,1435/99830,5.62,,436,226,1,2016-07-15,2016-07-15,music,finished_airing,g,213,19,
39551,Tensei shitara Slime Datta Ken 2nd Season,転生したらスライムだった件,That Time I Got Reincarnated as a Slime Season 2,1271/109841,8.37,206,978360,568707,12,2021-01-12,2021-03-30,tv,finished_airing,pg_13,1422,1;2;4;10;62;72;27,441
39555,Baki: Dai Raitaisai-hen,バキ,Baki: The Great Raitai Tournament Saga,1924/109353,7.55,1676,210629,128858,13,2020-06-04,2020-06-04,ona,finished_airing,r,1440,54;58;27;30,73
39559,Ero◆Lover,エロ◆ラバ,,1187/99876,,17000,789,52,30,2019-03-22,2019,ona,finished_airing,r+,60,9;22;23,1399
39560,Donten,曇天,,1223/102441,5.9,,349,173,1,2019-03-13,2019-03-13,music,finished_airing,pg_13,218,19,
39562,Hito Toki Kiryu Ashikaga,ヒトトキ桐生足利,,1578/99879,5.91,9916,304,112,4,2019-03-19,2019-03-19,ona,finished_airing,g,97,36,1399
39564,Kenketsu,けんけつ,,1341/99893,5.81,10350,412,187,1,2019-03-19,2019-03-19,ona,finished_airing,g,172,19;36,
39565,Boku no Hero Academia the Movie 2: Heroes:Rising,僕のヒーローアカデミア THE MOVIE　ヒーローズ：ライジング,My Hero Academia: Heroes Rising,1019/103292,7.95,708,578970,339918,1,2019-12-20,2019-12-20,movie,finished_airing,pg_13,6240,1;27;31,4
39566,Ooi no Teiou,大井の帝王,,1759/99895,5.67,10938,364,155,1,2018-11-07,2018-11-07,ona,finished_airing,g,292,19;30,
39567,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,警視庁 特務部 特殊凶悪犯対策室 第七課 -トクナナ-,Special 7: Special Crime Investigation Unit,1556/111623,6.08,9052,48796,16390,12,2019-10-06,2019-12-29,tv,finished_airing,pg_13,1428,1;39;10;7;32,1983
39568,Tarareba,たられば,,1410/99900,6.18,,604,340,1,2017-12-13,2017-12-13,music,finished_airing,pg,363,8;19,
39569,Sora no Aosa wo Shiru Hito yo,空の青さを知る人よ,Her Blue Sky,1468/102527,7.48,1952,119055,42624,1,2019-10-11,2019-10-11,movie,finished_airing,pg_13,6391,8;19;22;37;78,1835
39570,High Score Girl II,ハイスコアガール II,Hi Score Girl II,1560/99904,7.95,710,139445,82027,9,2019-10-26,2019-12-21,tv,finished_airing,pg_13,1422,4;64;74;23;42;79,7
39572,Wangu Xian Qiong III: Eren Gu Pian,万古仙穹 Ⅲ 恶人谷篇,,1873/102645,6.41,7304,1716,271,13,2019-03-08,2019-05-17,ona,finished_airing,pg_13,1015,2;4;10,2048
39574,Levius,Levius -レビウス-,,1329/116479,7.13,3622,24974,11244,12,2019-11-28,2019-11-28,ona,finished_airing,pg_13,1500,54;24;42;30,1023
39575,Somali to Mori no Kamisama,ソマリと森の神様,Somali and the Forest Spirit,1938/102796,7.82,946,292950,119571,12,2020-01-10,2020-03-27,tv,finished_airing,pg_13,1420,2;51;53;8;10,41;2097
39576,Goblin Slayer: Goblin's Crown,ゴブリンスレイヤー -GOBLIN'S CROWN-,Goblin Slayer: Goblin's Crown,1699/110724,7.26,2965,292329,144113,1,2020-02-01,2020-02-01,movie,finished_airing,r,5102,1;2;10;58,314
39581,TV Yarou Nanaana: Wakuwaku Doukutsu Land,テレビ野郎 ナナーナ　わくわく洞窟ランド,,1383/99945,6.06,9131,1446,574,24,2019-04-11,2019-09-19,tv,finished_airing,pg_13,180,2;4;48,1927
39582,Kitsutsuki Tanteidokoro,啄木鳥探偵處,Woodpecker Detective's Office,1139/105873,6.12,8807,27943,8260,12,2020-04-13,2020-06-29,tv,finished_airing,r,1440,50;39;13;7,839
39583,number24,number24 ナンバー・トゥーフォー,number24,1371/134464,6.73,5490,62823,20542,12,2020-01-08,2020-04-15,tv,finished_airing,pg_13,1427,23;30;77,753
39584,Human Lost: Ningen Shikkaku,HUMAN LOST 人間失格,,1815/104501,5.78,10480,20252,4094,1,2019-10-22,2019-10-22,movie,finished_airing,r,6561,8;40;24;41,1023
39585,Majo Minarai wo Sagashite,魔女見習いをさがして,Looking for Magical Doremi,1937/110713,7.57,1592,11496,2654,1,2020-11-13,2020-11-13,movie,finished_airing,g,5502,46;4;8,18
39586,Hataraku Saibou!!,はたらく細胞!!,Cells at Work!!,1726/114552,7.37,2380,275514,98331,8,2021-01-09,2021-02-27,tv,finished_airing,pg_13,1432,51;4;56;67;27,287
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Re：ゼロから始める異世界生活,Re:ZERO -Starting Life in Another World- Season 2,1444/108005,8.33,240,1121489,654013,13,2020-07-08,2020-09-30,tv,finished_airing,r,1588,8;10;62;40;41;78,314
39588,Ojamajo Doremi: Owarai Gekijou,おジャ魔女どれみ お笑い劇場,,1257/99982,6.31,7809,2055,558,26,2019-03-23,2020-03-22,ona,finished_airing,g,97,4,
39589,Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai,荒野のコトブキ飛行隊 外伝 大空のハルカゼ飛行隊,,1665/111718,6.23,8278,2317,282,12,2019-04-10,2020-02-29,ona,finished_airing,pg_13,840,1;2;38,318;1381
39590,Africa no Salaryman (TV),アフリカのサラリーマン (TV),Africa Salaryman,1937/102309,6.54,6544,27258,9771,12,2019-10-07,2019-12-23,tv,finished_airing,pg_13,1420,51;4;48,1972
39591,Persona 5 the Animation Specials,PERSONA5 the Animation Specials,,1344/101240,6.91,4587,14897,5594,2,2019-05-29,2019-06-26,special,finished_airing,r,1435,4;36,1835
39592,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,機動戦士ガンダム THE ORIGIN 前夜 赤い彗星,Mobile Suit Gundam: The Origin - Advent of the Red Comet,1897/100015,8.13,462,23648,10894,13,2019-04-29,2019-08-12,tv,finished_airing,pg_13,1500,1;18;38;24;27;29,14
39597,Sword Art Online: Alicization - War of Underworld,ソードアート・オンライン アリシゼーション War of Underworld,Sword Art Online: Alicization - War of Underworld,1630/103417,7.58,1580,772858,460934,12,2019-10-13,2019-12-29,tv,finished_airing,r,1420,1;2;10;79,56
39605,Hataraku Saibou Specials,はたらく細胞,,1481/100090,6.65,5922,16830,4971,5,2018-10-24,2019-02-27,special,finished_airing,g,270,4;56;67;20;27,287
39606,Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,うちのメイドがウザすぎる！うちのメイドはやっぱりもうホントウザいんだなあ......,UzaMaid! My Maid Is Still Seriously Way Too Annoying...,1022/100738,6.86,4850,19173,9567,1,2019-04-24,2019-04-24,special,finished_airing,pg_13,1440,4;26,95
39607,Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,転生したらスライムだった件 閑話: ヴェルドラ日記,That Time I Got Reincarnated as a Slime: Tales - Veldora's Journal,1672/100144,6.76,5355,127588,71162,1,2019-03-26,2019-03-26,tv_special,finished_airing,pg_13,1424,4;10,441
39609,Ochikobore Fruit Tart,おちこぼれフルーツタルト,Dropout Idol Fruit Tart,1088/109145,6.77,5296,40110,12091,12,2020-10-12,2020-12-28,tv,finished_airing,pg_13,1420,52;60;19;36,91
39610,ACCA: 13-ku Kansatsu-ka - Regards,ACCA13区監察課 Regards,ACCA: 13-Territory Inspection Department - Regards,1878/101560,7.15,3497,17578,7169,1,2020-02-14,2020-02-14,ova,finished_airing,pg_13,2820,50;39;8;10;7;42,11
39611,Hametarou,はめたろう,,1417/100156,4.99,,433,124,2,2018-10-22,2019-03-10,cm,finished_airing,g,30,19,
39616,Jo Uta,助詩,,1835/100206,5.06,,282,141,1,2019-03-27,2019-03-27,music,finished_airing,g,277,5;19,
39617,Yakusoku no Neverland 2nd Season,約束のネバーランド,The Promised Neverland Season 2,1815/110626,5.27,12196,934104,482728,11,2021-01-08,2021-03-26,tv,finished_airing,r,1370,10;40;24;27;76;41,1835
39618,Kagaku Manga Survival,科学漫画サバイバル,,1228/102592,5.45,,354,131,1,2019-03-28,2019-03-28,pv,finished_airing,pg,99,1;4;27,18;36
39619,BanG Dream! Film Live,BanG Dream! FILM LIVE,,1163/117736,7.69,1268,13198,5540,1,2019-09-13,2019-09-13,movie,finished_airing,pg_13,4363,19,537
39620,Hakata Mentai! Pirikarako-chan,博多明太！ぴりからこちゃん,,1562/113861,5.09,12558,3244,1451,12,2019-07-07,2019-09-22,tv,finished_airing,g,240,4;47;36,1837
39621,Mahou no LumiTear,まほうのルミティア,Luminary Tears,1710/140641,5.69,10859,722,252,10,2019-03-29,2019-03-29,ona,finished_airing,g,180,10;25,
39622,Bakugan: Battle Planet,爆丸バトルプラネット,Bakugan: Battle Planet,1477/100243,5.5,11547,7890,3541,50,2019-04-01,2020-01-19,tv,finished_airing,pg,1460,1;10;11,73
39623,You Should See Me in a Crown,you should see me in a crown,,1485/114759,4.89,,1171,709,1,2019-03-18,2019-03-18,music,finished_airing,r,192,5;19,931
39625,"Koutsuu Anzen Inu ""Signal"" no Oyako Nikki: Tobidashi Chuui",交通安全犬「しぐなる」の親子日記～とびだしちゅうい～,,1541/100249,,16075,158,24,1,2003-11,2003-11,ova,finished_airing,g,600,56;15,
39628,Kaijuu Step Wandabada,かいじゅうステップ ワンダバダ,,1412/119286,,18258,319,44,26,2019-09-27,2020-03-27,tv,finished_airing,pg,300,4;15,472
39629,Megohime,愛姫MEGOHIME,,1370/102722,5.44,11728,787,174,3,2019-03-29,2021-02-20,ona,finished_airing,pg_13,670,10;13,1314
39635,Daifuku-kun@Kin Tele 2nd Season,大福くん＠きんてれ 第2期,,1780/100288,,16634,308,43,26,2019-04-05,2019-10-04,tv,finished_airing,pg,0,4,
39638,Choujigen Game Neptune The Animation OVA,超次元ゲイム ネプテューヌ THE ANIMATION,Hyperdimension Neptunia OVA,1986/101147,7.15,3501,12784,4021,3,2019-07-08,2022-09-08,ova,finished_airing,pg_13,1560,1;4;10;24,2037
39640,"Tenioha! 2: Nee, Motto Ecchi na Koto Ippai Shiyo? The Animation","てにおはっ! 2 ~ねぇ, もっとえっちなコトいっぱいしよ?~ THE ANIMATION",,1668/103716,6.94,,7494,2918,1,2019-06-28,2019-06-28,ova,finished_airing,rx,1570,12,1203
39643,Shoujo☆Conto All Starlight,少女☆寸劇(コント) オールスタァライト,,1776/102092,6.25,8184,3414,1131,26,2019-07-05,2019-12-27,ona,finished_airing,pg_13,183,4;19;70;23,290;1903
39644,Setsugetsuka,,,1001/100346,5.86,,432,190,1,2018-11-21,2018-11-21,music,finished_airing,g,180,61;19,
39650,Essential Free & Easy,エッセンシャル FREE＆EASY,,1245/100364,4.7,,508,200,2,2019-04-01,2019-07-02,cm,finished_airing,g,98,5;19,
39651,Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,モブサイコ100 第一回霊とか相談所慰安旅行～ココロ満たす癒やしの旅～,Mob Psycho 100 II: The Spirits and Such Consultation Office's First Company Outing ~A Healing Trip That Warms the Heart~,1605/119301,7.65,1363,107915,62593,1,2019-09-25,2019-09-25,ova,finished_airing,pg_13,1460,1;4;31;37,4
39652,One Punch Man 2nd Season Commemorative Special,ワンパンマン2ndシーズン記念スペシャル,One Punch Man Season 2 Commemorative Special,1550/123539,7.02,4126,66489,27596,1,2019-04-03,2019-04-03,tv_special,finished_airing,r,1444,1;4;20;42;31,7
39653,Chokotto Anime Kemono Friends 3,ちょこっとアニメ けものフレンズ３,,1020/100375,5.91,9898,1937,390,26,2019-04-02,2021-09-17,ona,finished_airing,pg,75,2;4;10,
39654,Cinderella Girls Gekijou: Kayou Cinderella Theater 4th Season,シンデレラガールズ劇場 火曜シンデレラシアター 第4期,THE IDOLM@STER CINDERELLA GIRLS Theater (Web) 4th Season,1277/100399,6.27,8084,2900,1107,7,2019-04-02,2019-06-25,ona,finished_airing,pg_13,90,4;36,400;1829
39658,Supermarket Flowers,Supermarket Flowers,Supermarket Flowers,1379/100391,5.72,,327,178,1,2019-04-03,2019-04-03,music,finished_airing,g,229,19,1972
39659,Chikin Ramen x Gudetama,チキンラーメン×ぐでたま,,1309/100393,5.26,,799,191,3,2019-03-31,2019-05-15,cm,finished_airing,g,52,4;15,
39663,"Hi no Tori ""Dougo Onsen-hen""",火の鳥”道後温泉編”,,1016/134711,5.78,,649,121,4,2019-05-24,2020-11-20,cm,finished_airing,g,375,13;37,144
39664,Gifu no Tatekayoko,岐阜のたてかよこ,,1784/100410,,17268,221,39,26,2019-04-04,2019-10-10,tv,finished_airing,g,30,4;15,
39668,Watanuki-san Chi no,四月一日さん家の,,1287/100414,5.79,10422,2586,223,12,2019-04-19,2019-07-06,tv,finished_airing,pg_13,1384,36,
